text,label,prediction(label),confidence(fear),confidence(joy),confidence(love),confidence(sadness),confidence(anger)
momen perasaan takut membuatmu berjalan tali tipis jurang balancingfear ,,joy,0.0,1.0,0.0,0.0,0.0
kebaikan perbuat meneteskan keringat dilautan ,,joy,0.0,1.0,0.0,0.0,0.0
username username tolong pencerahan ,,joy,0.0,1.0,0.0,0.0,0.0
momen perasaan takut merasuki pikiranmu hujan deras henti henti relentlessfear ,,joy,0.0,1.0,0.0,0.0,0.0
sahabat cowo ,,love,0.0,0.0,1.0,0.0,0.0
bersyukur nonton ngerekam pake kamera professional doang wkwkwkkw tengkyu mecima bando disuruh lepas ,,sadness,0.0,0.0,0.0,1.0,0.0
username same orang ekpresif susah ngungkapin perasaan bersyukur sayang banget keluarga sahabat pasangan ,,fear,1.0,0.0,0.0,0.0,0.0
terima kasih ,,love,0.0,0.0,1.0,0.0,0.0
jatibaru,,love,0.0,0.0,1.0,0.0,0.0
purnama pasangan membenci mencintai purnama bersinar bawahnya ,,love,0.0,0.0,1.0,0.0,0.0
hubungan mempunyiai tujuan ,,love,0.0,0.0,1.0,0.0,0.0
penerimaan siswa favorit sistim zona menuai kontra siswa pandai ortunya perband ,,sadness,0.0,0.0,0.0,1.0,0.0
dear wanita anggap speak upnya vallen norak kampungan ,,anger,0.0,0.0,0.0,0.0,1.0
iyaa untungnyaaa mantai kmrn sepupuku pulang bali disaranin pake pesawat mobilny tinggal jogja abis nyebrangnya horor ,,fear,1.0,0.0,0.0,0.0,0.0
username username mengakui jaringan lemah ,,anger,0.0,0.0,0.0,0.0,1.0
username nkri gundulmu ,,anger,0.0,0.0,0.0,0.0,1.0
username username username dilakuin udah nekat masuk membahayakan orang kebayang kalo ntar nekat masuk mayoritas kendaraan ngeri bayanginnya ,,joy,0.0,1.0,0.0,0.0,0.0
username gamau gimana kalo dirumah malem malem takut kalo udah anak mending sepi kalo tbtb kecoa gimana gitu ,,fear,1.0,0.0,0.0,0.0,0.0
hallo maaf bikin threadnya happy mensive sayang makasih udah nampung arin absurd ,,joy,0.0,1.0,0.0,0.0,0.0
berhasil menghadapi ketakutanmu merasakan kebebasan ðÿÿðÿ fearless ,,joy,0.0,1.0,0.0,0.0,0.0
username dikasih minyak tawon gitu perhari dibiarin sampe mateng kalo udah diletusin biar darah kotor gitu ngeri ,,joy,0.0,1.0,0.0,0.0,0.0
otak koruptor berfikir koruptor orang gila harta orang gila berfikir positif ,,anger,0.0,0.0,0.0,0.0,1.0
nangroe aceh darussalam istimewa fatihah teuku markam salam hormat keluarga teuku markam rakyat indonesia ,,joy,0.0,1.0,0.0,0.0,0.0
momen menghancurkan kekuatanmu destructivepower ,,anger,0.0,0.0,0.0,2.5e-323,1.0
rindu mencair ,,love,0.0,0.0,1.0,0.0,0.0
tahukah,,love,0.0,0.0,1.0,0.0,0.0
sepakat,,sadness,0.0,0.0,0.0,1.0,0.0
,,love,0.0,0.0,1.0,0.0,0.0
melawan perasaan takut mengganggu fightingdisturbance ,,fear,1.0,0.0,0.0,0.0,0.0
mundur penghianatan ,,sadness,0.0,0.0,0.0,1.0,0.0
download melulu pdhl stock laporan mbok dibenerin ,,anger,0.0,0.0,0.0,0.0,1.0
meledak kemarahan ,,anger,0.0,0.0,0.0,0.0,1.0
bahagia beli paketan segiga habis limagiga lancar internetan mayanlah wkwk alhamdulillah ,,joy,0.0,1.0,0.0,0.0,0.0
terkaget disapa takut ,,joy,0.0,1.0,0.0,0.0,0.0
username childish alias kekanakkanakan mendekati bego overacting pelajari undang pejabat memalukan tanggapi pernyataan sandiaga ,,anger,0.0,0.0,0.0,0.0,1.0
negeri didirikan akal sehat politik orang pemarah akalnya buntu mari turun kampus kampus rawat akal sehat sedekahmu bangsa nungguin apbn ,,anger,0.0,0.0,0.0,0.0,1.0
username username musuh selimut hati penghianat dunia kiamat ,,fear,1.0,0.0,0.0,0.0,0.0
mimpi pilkada rakyat bego pilpres pilkada rakyat indonesia cerdas memilih pemimpin ,,anger,0.0,0.0,0.0,0.0,1.0
,,love,0.0,0.0,1.0,0.0,0.0
akrab mention mention ,,joy,0.0,1.0,0.0,0.0,0.0
calonpenghunineraka serius player troll player toxic player noob game vainglory maafin jancok neraka bangsaaaaat ,,sadness,0.0,0.0,0.0,1.0,0.0
fadli zhon relepansi ,,anger,0.0,0.0,0.0,0.0,1.0
sampean,,love,0.0,0.0,1.0,0.0,0.0
kenal,,love,0.0,0.0,1.0,0.0,0.0
amarahmu membuatmu meledak readytoburst ,,anger,0.0,0.0,0.0,0.0,1.0
sifat buruk banget ,,fear,1.0,0.0,0.0,0.0,0.0
momen amarahmu ledakan kosmik mengguncangkan jagat raya ðÿ cosmiceruption ,,anger,0.0,0.0,0.0,0.0,1.0
romantis aing hubungan pasangan bener bener membutuhkan ,,joy,0.0,1.0,0.0,0.0,0.0
cinta kenangan ,,sadness,0.0,0.0,0.0,1.0,0.0
username kalo skrng spanduk kalo salah pojoan alun kantor keramatkan masuk seriustanya ,,love,0.0,0.0,1.0,0.0,0.0
manusia rakus bunda ,,sadness,0.0,0.0,0.0,1.0,0.0
dear member livable mince sayang kaliannn ,,sadness,0.0,0.0,0.0,1.0,0.0
seluas mengasihimu teruntuk dimana sehat bahagia tuhan ,,love,0.0,0.0,1.0,0.0,0.0
kalo ceritanya mending diem bikin asumsi giliran ditegor bilang becanda giliran didiemin ngelunjak pengen ditonjok ,,love,0.0,0.0,1.0,0.0,0.0
mengejutkan merenungkan tersadar cinta ekspektasi bentuk cinta tingkatan krena cinta ekspektasi bentuk kepasrahan total ilahi ,,sadness,0.0,0.0,0.0,1.0,0.0
orang diwajibkan bunglon negara antah berantah konsekuensi sistem pemerintahan presidensial penerapannya sistem pemerintahan ,,anger,0.0,0.0,0.0,0.0,1.0
manage,,love,0.0,0.0,1.0,0.0,0.0
terjebak kepedihan kunjung mereda ,,sadness,0.0,0.0,0.0,1.0,0.0
jijik anat angkat call jijik jijik ,,anger,0.0,0.0,0.0,0.0,1.0
apapun,,love,0.0,0.0,1.0,0.0,0.0
berhasil mengatasi malas produktif ,,sadness,0.0,0.0,0.0,1.0,0.0
momen amarahmu terkendali ðÿ uncontrollableanger ,,anger,0.0,0.0,0.0,0.0,1.0
sepakat,,sadness,0.0,0.0,0.0,1.0,0.0
cinta menghadirkan kebahagiaan mengalami kesulitan bringingjoy ,,love,0.0,0.0,1.0,0.0,0.0
modal walikota solo ,,joy,0.0,1.0,0.0,0.0,0.0
username username good jadwal kereta arah bogor berantakan segini ,,anger,0.0,0.0,0.0,0.0,1.0
amarahku meningkat kali perlakuan ,,joy,0.0,1.0,0.0,0.0,0.0
memaknai hubungan ,,love,0.0,0.0,1.0,0.0,0.0
kaga tolol daniel bule numpang hidup kasih kemudahan hidup sorry biar jelek sudi dimanfaatin doang ,,anger,0.0,0.0,0.0,0.0,1.0
haji puncak penyempurna keislaman pantaskan diriku menyambut panggilanmu asrama haji pondok gede ,,anger,0.0,0.0,0.0,0.0,1.0
palembang coba venue asian games ,,anger,0.0,0.0,0.0,0.0,1.0
bunga orang nyinyirin hidupmu membahagiakan pastikan bunga ,,joy,0.0,1.0,0.0,0.0,0.0
ramal kerumahku bertemu orangtuaku ,,fear,1.0,0.0,0.0,0.0,0.0
mencekam mata gelap memandangku jendela ,,fear,1.0,0.0,0.0,0.0,0.0
nelfon username disuruh tunggu pelaporan ,,anger,0.0,0.0,0.0,2.4260272454324443e-113,1.0
semoga username sadar bupati purbalingga pdip kena ,,anger,0.0,0.0,0.0,0.0,1.0
liat gini doang tibatiba bahagia gitu apagga dinamakan cinta stole this from someone ,,love,0.0,0.0,1.0,0.0,0.0
survey cewek bilang cowok pegang mitos gaes cewek ,,fear,1.0,0.0,0.0,0.0,0.0
username marjuki ngerti ndak faham ndak waspadai radikal kalo ndak radikal hawatir kalo tersinggung radikal ,,anger,0.0,0.0,0.0,0.0,1.0
dewasa pake banget ,,love,0.0,0.0,1.0,0.0,0.0
username beda goblok vallen emang doyan goyang seronok better seronok ,,anger,0.0,0.0,0.0,0.0,1.0
saran dprri ,,anger,0.0,0.0,0.0,0.0,1.0
username penumpang yamg kadang suka gemessssss turun berjubel dipintu mencari nafkah biarkan penumpang turun trimakasih ,,anger,0.0,0.0,0.0,0.0,1.0
username nyabutnya santae pake jari kena kuku beli softlennya bagus beli soflen warna item gangapa ujug gatel perih etaunya robek ,,sadness,0.0,0.0,0.0,1.0,0.0
,,love,0.0,0.0,1.0,0.0,0.0
username barang elektronik gitu gimana kadang takut buang headset baterai sampah soalnnya bahaya botol spray ,,anger,0.0,0.0,0.0,0.0,1.0
supporter username suka barca ,,love,0.0,0.0,1.0,0.0,0.0
disayangi insan sayang kebahagiaan dihormati insan sayang bermakna tiada sayang tiada hormatnya ,,love,0.0,0.0,1.0,0.0,0.0
bukti mengasihi tuhan mengasihi memiliki kasih mengasihi allah mengasihi ,,love,0.0,0.0,1.0,0.0,0.0
hati dipenuhi cinta biar tuhan mendengarkan engkaulah pendamping kelak ,,sadness,0.0,0.0,0.0,1.0,0.0
username dimana cuman bilang sayang berubah ,,fear,1.0,0.0,0.0,0.0,0.0
cinta,,love,0.0,0.0,1.0,0.0,0.0
makasih udah kasih info lemah teles ,,sadness,0.0,0.0,0.0,1.0,0.0
marah membuatmu menguasai alam semesta kemarahanmu ðÿâ cosmicdominance ,,anger,0.0,0.0,0.0,0.0,1.0
gini takut pelayanan ambil orang heiii pelayanan tuhan sapa tuhan percaya aneh pake main fitnah jatuhkan orang ,,anger,0.0,0.0,0.0,0.0,1.0
daritadi notifikasi twitter berhenti berbunyi ,,sadness,0.0,0.0,0.0,1.0,0.0
cinta alasan tersenyum indah tertawa terkadang cinta kenangan dilupakan ,,sadness,0.0,0.0,0.0,1.0,0.0
username orang ngentot sadar dikeluarin didalem ,,love,0.0,0.0,1.0,0.0,0.0
momen meledak melepaskan amarahmu needtovent ,,anger,0.0,0.0,0.0,0.0,1.0
persis keluarga mualaf menado indonesia timur ,,sadness,0.0,0.0,0.0,1.0,0.0
keren jalan kemana ,,love,0.0,0.0,1.0,0.0,0.0
amarah membuatku meledak singkat ,,anger,0.0,0.0,0.0,0.0,1.0
sebenernya udah kecewa pakdhe username semenjak kriminalisasi pemerintahan beliau ditambah novel baswedan tuntas ,,anger,0.0,0.0,0.0,0.0,1.0
pecinta kpop salty suka every insulting things people whom passionate about otaknya gaada jongkok belajar menghargai belajar ppkn ,,anger,0.0,0.0,0.0,0.0,1.0
mengerti,,love,0.0,0.0,1.0,0.0,0.0
ayahku bali kabarin trus ayah bilang kalo ayah wafat doain ,,joy,0.0,1.0,0.0,0.0,0.0
sayang gaada dikenalin keluarga cewe gugup abis yaelah gaada kenal dateng mendadak gugup ,,fear,1.0,0.0,0.0,0.0,0.0
username kali cikk pemadaman byasanya mepet listrik yaaa huhuuu ,,sadness,0.0,0.0,0.0,1.0,0.0
happy first mensive sayang username maaf terbaik ,,love,0.0,0.0,1.0,0.0,0.0
drama kmarin sore seharian puasa trus mandi kaget kedatangan tamu diundang adzan maghrib trus galau seharian dianggap puasa ,,sadness,0.0,0.0,0.0,1.0,0.0
trus,,fear,1.0,0.0,0.0,0.0,0.0
username pilkada photo panas sebabkan orang mengundurkan ,,anger,0.0,0.0,0.0,0.0,1.0
,,love,0.0,0.0,1.0,0.0,0.0
teman ngga liatin temennya bertemu ,,sadness,0.0,1.3431517749176314e-87,0.0,1.0,0.0
wajah jokowi apanya kliatan cina polower botakndut mustopa nuduh jokowi turunan cina stress urusan kantor stalking hihi ,,fear,1.0,0.0,0.0,0.0,0.0
momen perasaan takut merasuki pikiranmu racun invisiblepoison ,,fear,1.0,0.0,0.0,0.0,0.0
kali username gancit kecewa berat baristanya bikin minum berantakan melengos bikin emosi please jual jasa ,,anger,0.0,0.0,0.0,0.0,1.0
ularrr takut ular allah ,,love,0.0,0.0,1.0,0.0,0.0
semoga lancar ,,joy,0.0,1.0,0.0,0.0,0.0
chatting,,anger,0.0,0.0,0.0,0.0,1.0
adiknya lita akrab mama benci maklum mama sodara keluarganya keturunan saraf gitu kebanyakan jahat sialan dengki sodara mama ,,anger,0.0,0.0,0.0,0.0,1.0
fans kpop dadakan ,,anger,0.0,0.0,0.0,0.0,1.0
brasil,,love,0.0,0.0,1.0,0.0,0.0
username korea nyampe ditrack resinya takut takut suratnya nyasar kalo surat murah ,,joy,0.0,1.0,0.0,0.0,0.0
momen mengenal eternalconnection ,,love,0.0,0.0,1.0,0.0,0.0
cinta sederhana ,,love,0.0,0.0,1.0,0.0,0.0
lambat perpanjang dimana ,,anger,0.0,0.0,0.0,1.1960906113382943e-223,1.0
universitas negeri surakarta mendaftar kampusnya butuh keterima selamat mengalahkan sekian ribu orang ,,anger,0.0,0.0,0.0,1.8430155604361613e-65,1.0
username claims penggantinya gitulo bikin mencurigakan ,,love,0.0,0.0,1.0,0.0,0.0
allah tugasku selesai ,,love,0.0,0.0,1.0,0.0,0.0
berdamai jalan komedi ,,sadness,0.0,0.0,0.0,1.0,0.0
perutku keroncongan bahasa tubuhku meraba raba ,,fear,1.0,0.0,0.0,0.0,0.0
ngga ngerasain degan nerima pemberitahuan kuota tinggal asik asiknya tlponan cari kuota ngobrol ,,joy,0.0,1.0,0.0,0.0,0.0
atuh kristen jahat mampus neraka laki penipuan korup bangga najisssin sialan nikah duda tajir mapan undang catat liat dendem sepupu iblis penghuni neraka ,,anger,0.0,0.0,0.0,0.0,1.0
dear username statusnya pesen marketplace alamat lengkap sampe salah ,,sadness,0.0,0.0,0.0,1.0,4.440390380753654e-36
otak kalo bego apapun posisinya ,,sadness,0.0,0.0,0.0,1.0,0.0
bayar pajak tahunan nomor antrian dipakai ,,anger,0.0,0.0,0.0,0.0,1.0
takut menghadapi disiksa mendadak takut ,,sadness,0.0,0.0,0.0,1.0,0.0
ujung kopi duit memperlakukan melayani konsumen complain barang jasa dijual ,,anger,0.0,0.0,0.0,0.0,1.0
ribuan penelitian anak bangsa terkait penanggulangan sampah ,,anger,0.0,0.0,0.0,0.0,1.0
terima kasih ,,love,0.0,0.0,1.0,0.0,0.0
pertemuan diundur ,,love,0.0,0.0,1.0,0.0,0.0
semoga paham takut allaah berlindung allaah godaan setan terkutuk ,,fear,1.0,0.0,0.0,0.0,0.0
hueee sayang guaaa melow gini sihhh love aaahhhh cinta much beruntung jumpa sweetie ,,sadness,0.0,0.0,0.0,1.0,0.0
efek pintu slipi arah semanggi ditutup ,,anger,0.0,0.0,0.0,0.0,1.0
bonbin urus payah tabrak pagar zebra surabaya mati ,,sadness,0.0,0.0,0.0,1.0,0.0
gatau takut nengok thomasnya ngajak ngobrol gimana allah pengsan bantalnya ,,fear,1.0,0.0,0.0,0.0,0.0
barusan kakinya ngiket pake karet biaya dokter takut mahal misqueen nothing money ,,sadness,0.0,0.0,0.0,1.0,0.0
momen perasaan takut membuatmu berjuang henti fightingendlessly ,,joy,0.0,1.0,0.0,0.0,0.0
cintailah kekasihmu mencintai ,,love,0.0,0.0,1.0,0.0,0.0
komprenya perkelompok asaan kelompok minggu kemarin maju sebentar gasampe bikin degdegan woii ,,anger,0.0,0.0,0.0,0.0,1.0
wajib dipenjarakan username wajib dilaporkan memecah belah ,,anger,0.0,0.0,0.0,0.0,1.0
anyong namja romantis idaman perhatian pastinya sayang ,,love,0.0,0.0,1.0,0.0,0.0
sampe cerita temen kajian ibadah gitu kajiannya menyimpang didalem kajian bawa ganti presiden pokonya intinya kontra pemerintahan pokonya gitudeh ,,joy,0.0,1.0,0.0,0.0,0.0
udah pusing chat abang gojek ,,fear,1.0,0.0,0.0,0.0,0.0
puluhan,,love,0.0,0.0,1.0,0.0,0.0
kemaren ngomongin sexual harassment semalem bintang dangdut pujaan tanah kena ,,sadness,0.0,0.0,0.0,1.0,0.0
rakus piza laginadianti pasta piza ,,sadness,0.0,0.0,0.0,1.0,0.0
depresi dihina orang terdekat ,,fear,1.0,0.0,0.0,0.0,0.0
senyum media murah membangun hubungan kintamani photography savana vsco balicili balitrip baligasm bali travelling kintamani ,,joy,0.0,1.0,0.0,0.0,0.0
sumpah jijik denger lagu aaaaaaa aisyah kujatuh cinta ,,joy,0.0,1.0,0.0,0.0,0.0
permulaan cinta membiarkan orang cintai ,,anger,0.0,0.0,0.0,0.0,1.0
marah membuatmu mengendalikan ruang amukanmu timeandspacebender ,,anger,0.0,0.0,0.0,0.0,1.0
,,love,0.0,0.0,1.0,0.0,0.0
dear username tolong ,,sadness,0.0,0.0,0.0,1.0,2.756509585582289e-182
somplak hahaha ,,love,0.0,0.0,1.0,0.0,0.0
suka sifat protective ,,fear,1.0,0.0,0.0,9.703e-321,0.0
alloh maha maha romantis kalo bilang tunggu memaksa ,,anger,0.0,0.0,0.0,0.0,1.0
mengubah kebiasaan berat ,,joy,0.0,1.0,0.0,0.0,0.0
laptop,,fear,1.0,0.0,0.0,0.0,0.0
momen perasaan takut menghantui tidurmu ,,fear,1.0,0.0,0.0,0.0,0.0
momen istimewa hnya diatapi kadang perkumpulan sederhana bareng sobat bermakna temankobong pagingopi ,,joy,0.0,1.0,0.0,0.0,0.0
niat tidur karna besok pagi anter negara belanja bahan mesti capil ektp belun kelar udeh maleen ,,anger,0.0,0.0,0.0,0.0,1.0
wanita makhluk lembut ,,love,0.0,0.0,1.0,0.0,0.0
momen menaklukkan dunia ,,anger,0.0,1.810799825167733e-204,0.0,0.0,1.0
dapet ginian username deket ,,sadness,0.0,0.0,0.0,1.0,0.0
banget pelajaran dapet ,,anger,0.0,0.0,0.0,1.0132587664750396e-125,1.0
guys sorry kalo jorok cewe prnah kalo haid lend darahnya gumpal haid gitu biar gimana ,,fear,1.0,0.0,0.0,0.0,0.0
username perawatan transjakarta metro mini ,,sadness,0.0,0.0,0.0,1.0,0.0
amarahmu sulit menemukan speechlessanger ,,love,0.0,0.0,1.0,0.0,0.0
username kebanyakan baca novel ,,joy,0.0,1.0,0.0,0.0,0.0
anik lulus besok surabaya jujur ngisi materi forum ,,joy,0.0,1.0,0.0,0.0,0.0
kemarahan membuatku meledak amarah ,,anger,0.0,0.0,0.0,0.0,1.0
bego dihukum ditembak bela sibangsat cabul kabur bela tolol berani waras berpikir jawabannya ,,anger,0.0,0.0,0.0,0.0,1.0
cinta hebat ,,sadness,0.0,0.0,0.0,1.0,0.0
salamsaum bangga username meraih opini wajar pengecualian keberhasilan kerja keras smua mewujudkan kementan bersih ,,joy,0.0,1.0,0.0,0.0,0.0
idealnya tingkatkan status ganjar saksi tersangka kecurigaan lindungi kekuasaan cair percaya ,,joy,0.0,1.0,0.0,0.0,0.0
keambian siang buka situs online trading sekuritas lihat indeks saham warna warni trus klik klik cantik bego klik tombol ,,anger,0.0,0.0,0.0,0.0,1.0
udah berubah ,,love,0.0,0.0,1.0,0.0,0.0
terkejut perut kruyukan ,,love,0.0,0.0,1.0,0.0,0.0
marah membuatmu mengguncang dasar bumi earthshaker ,,anger,0.0,0.0,0.0,0.0,1.0
qyara,,sadness,0.0,0.0,0.0,1.0,0.0
mengenal mencintaimu ,,love,0.0,0.0,1.0,0.0,0.0
merasakan getaran hangat dada orang cintai ,,love,0.0,0.0,1.0,0.0,0.0
bagimana,,love,0.0,0.0,1.0,0.0,0.0
suka point prof suteki puncak tertinggi pancasila ketuhanan maha ,,joy,0.0,1.0,0.0,0.0,0.0
bentar pakai macet ,,sadness,0.0,0.0,0.0,1.0,0.0
setuju username ,,fear,1.0,0.0,0.0,0.0,0.0
artikel kalo puas bikin deskripsi hujat hujat ,,fear,1.0,0.0,0.0,0.0,0.0
username udah dipaksa anak satunya candy crush mabar dibentakin bego ,,sadness,0.0,0.0,0.0,1.0,0.0
bumi pancasila ustadz ,,sadness,0.0,0.0,0.0,1.0,0.0
suka makan sirip tenggelamkan username ikan segede metromini dimamam siripnya doang makan bodynya ,,fear,1.0,0.0,0.0,0.0,0.0
haha kasihan akun sembuh sakit dendamnya sepnjang ,,sadness,0.0,0.0,0.0,1.0,0.0
,,love,0.0,0.0,1.0,0.0,0.0
username username serem seriusan udah ,,anger,0.0,0.0,0.0,0.0,1.0
ceritahariini barusan ketiduran bentar daaan mimpi serem ceritanya camp organisasi gitu salah perkemahan anehnya related banget kehidupan nyata ,,sadness,0.0,0.0,0.0,1.0,0.0
situasi membuatmu marah menciptakan lubang hitam blackholecreator ,,sadness,0.0,0.0,0.0,1.0,0.0
banget,,love,0.0,0.0,1.0,0.0,0.0
ngerasain bahagia sederhana pribadi ngeliat orang ngerasain bahagia jalanin sebahagia good vibes ngejalaninnya thanks ,,joy,0.0,1.0,0.0,0.0,0.0
heran rkhup ngawur keknya merancang ngawur sampe sampe mempertimbangkan melibatkan anggota perancang ,,anger,0.0,0.0,0.0,0.0,1.0
kali menambah pengetahuan hubungannya ketakutan ditakuti penakut camkan ,,anger,0.0,0.0,0.0,0.0,1.0
ngerasa hidup udah enak ,,love,0.0,0.0,1.0,0.0,0.0
kaya kebalik gitu socmed escape ekspresiin kegilaan skrg berhubung socmed serem dunia nyata ,,anger,0.0,0.0,0.0,0.0,1.0
berbicara henti cintai ,,joy,0.0,1.0,0.0,0.0,0.0
selamat siang sayang makan siang buatin makan siang ,,sadness,0.0,0.0,0.0,1.0,0.0
intinya seleksi lalui dunia ,,sadness,0.0,0.0,0.0,1.0,0.0
trima kasih sparing footballl unitedindonesia unitedtogether uici unitedindramayu indramayu regency ,,joy,0.0,1.0,0.0,0.0,0.0
beliau bilang ,,sadness,0.0,0.0,0.0,1.0,2.1322757477881022e-200
percayalah,,love,0.0,0.0,1.0,0.0,0.0
ngeri popok seklai pakai pemicu utama infeksi saluran kencing lengah kepraktisan popok pakai perhatikan ,,anger,0.0,0.0,0.0,0.0,1.0
amarah membuatku kehilangan kendali diriku ,,anger,0.0,0.0,0.0,0.0,1.0
setia mendampingi berusaha melucu bikin ketawa menganggap anak cemburu laki gadisnya cinta ,,joy,0.0,1.0,0.0,0.0,0.0
jujur dihina remehin hina sodaraw mama sepupu setan dengkii smua lina sumpahin mampus kaya belagu kaya kali norak kebongkar tipu annya liatin sukses ahahhah najisin sepupu ,,anger,0.0,0.0,0.0,0.0,1.0
momen amarahmu memenuhi pikiranmu sulit memusatkan perhatian ðÿªï mindconsumed ,,sadness,0.0,0.0,0.0,1.0,0.0
merasakan hampa tergambarkan ,,sadness,0.0,0.0,0.0,1.0,0.0
titip salam masbro username shooting bawa bambu ganjel biar ngejoprak username inisahurtiketcomharike ,,joy,0.0,1.0,0.0,0.0,0.0
sedih membuatku hancur rapuh ,,sadness,0.0,0.0,0.0,1.0,0.0
bermasalah teman ,,anger,0.0,0.0,0.0,0.0,1.0
sehari,,fear,1.0,0.0,0.0,0.0,0.0
kalo pelajaran bindo ,,anger,0.0,0.0,0.0,5.389215268533002e-145,1.0
tolong wagub username username malu umatnya ,,sadness,0.0,0.0,0.0,1.0,0.0
sekelas emerson gitu kelakuannya ,,joy,0.0,1.0,0.0,0.0,0.0
puncak marah memaki peduli mencoba mencari perhatiannya ,,sadness,0.0,0.0,0.0,1.0,0.0
username username cerita satinah kayaknya emang beda reply bilangnya ,,fear,1.0,0.0,0.0,0.0,0.0
jengjeng nyanyi pakai okulele simak simak susah ,,fear,1.0,0.0,0.0,0.0,0.0
bucin,,love,0.0,0.0,1.0,0.0,0.0
series kelar ditonton ,,joy,0.0,1.0,0.0,0.0,0.0
hancur negara dikelola amatiran ,,sadness,0.0,0.0,0.0,1.0,0.0
bobotoh lucu kalo menyalahkan berpakaiannya ,,anger,0.0,0.0,0.0,1.674054117597536e-136,1.0
emak kate emak kate perhatian banget anak anaknya banget emakku nongol grup semangat sehat sayang emak ,,sadness,0.0,0.0,0.0,1.0,0.0
teriak teriak ganti presiden gimana pulang kampung kereta bagus stasiun kereta kereta apinya bagus coba copetnyaaahh calonyaaahh ,,anger,0.0,0.0,0.0,0.0,1.0
saking sibuknya lupa rilis sibuk sibuk nyari kesibukan baca ebook heran accounting kerjaan ,,joy,0.0,1.0,0.0,0.0,0.0
username username username lebihnya speak dikatain lebay ,,anger,0.0,0.0,0.0,0.0,1.0
drpd keseel mikirin omongan nyokap kmrn nyantai tenangin otak ngadem nongki balkot sampe sore ,,anger,0.0,0.0,0.0,0.0,1.0
francey terkejut mendengarmu meneriakinya jiwanya melompat menonton jumpscare film horror wajah francey berubah ,,joy,0.0,1.0,0.0,0.0,0.0
bilang milih sopir mobil bener ,,anger,0.0,0.0,0.0,0.0,1.0
,,love,0.0,0.0,1.0,0.0,0.0
,,love,0.0,0.0,1.0,0.0,0.0
seneng banget refreshing seneng banget gitu mencari udara segar kalo udah terlaku sumpek mending gausah lebay pulang kesini udah kaya ,,joy,0.0,1.0,0.0,1.1474234714913775e-297,0.0
amarah membuatku meledak sekejap ,,anger,0.0,0.0,0.0,0.0,1.0
username bayar pakai tokopedia ,,fear,1.0,0.0,0.0,0.0,5.468884475147616e-290
username username kalo puasa suci bersih ,,fear,1.0,0.0,0.0,0.0,2.5045759626069374e-260
vallen kadang mikir ,,sadness,0.0,0.0,0.0,1.0,2.2425468921648872e-163
amarah membuatku kehilangan kendali diriku ,,anger,0.0,0.0,0.0,0.0,1.0
jual permen ting ting dimana kangen permen ,,fear,1.0,0.0,0.0,0.0,0.0
username username username username username username username klau berita posttingan juned trus mnghadirin acara jngn pura ediot menghadiri acara politikus pecun ,,joy,0.0,1.0,0.0,0.0,0.0
username ngeri kalo keterima keliatan gobloknya kuliah ngeri gitu skripsi dibikinin orang cari kerja pake orang ,,anger,0.0,0.0,0.0,0.0,1.0
cinta menghargai momen habiskan ,,love,0.0,0.0,1.0,0.0,0.0
allah smoga manusia super hero ,,joy,0.0,1.0,0.0,0.0,0.0
alah barusan senyumnya jarak meter lemas malam ketemu ,,fear,1.0,0.0,0.0,0.0,0.0
berani manasin gegara diceritain siska something dasar apel siska bikin takut ,,fear,1.0,0.0,0.0,0.0,0.0
marah membuatmu menghancurkan jalurmu pathofdestruction ,,anger,0.0,0.0,0.0,0.0,1.0
menghancurkan mataku amarah ,,anger,0.0,0.0,0.0,0.0,1.0
pacar pacar nasehatin ngebentak ,,anger,0.0,0.0,0.0,0.0,1.0
,,love,0.0,0.0,1.0,0.0,0.0
kalo perduli ,,love,0.0,0.0,1.0,0.0,0.0
berhadapan menakutkan facingeverything ,,fear,1.0,0.0,0.0,0.0,0.0
momen berjuang melawan gelombang ketakutan menghantam ðÿðÿ fightingfear ,,fear,1.0,0.0,0.0,0.0,0.0
baby username anak mamih cantik engkau tinggalkan mamih sayang mamih kering tanpamu love rien sayang ,,sadness,0.0,0.0,0.0,1.0,0.0
pilih jokowi ,,love,0.0,0.0,1.0,0.0,0.0
rupiah jatuh anjlok ramai menyalah nyalahkan pemerintah ,,anger,0.0,0.0,0.0,0.0,1.0
oldmoneygakngerasain paniknya benda dibagikan guru dikelas rela kekantin jaga benda karna malu nilainya ,,fear,1.0,0.0,0.0,0.0,0.0
username pake shopee kalo ,,sadness,0.0,0.0,0.0,1.0,0.0
katherine sofia bener ngrasa capek kerjaan ,,sadness,0.0,0.0,0.0,1.0,2.9245525848567208e-53
momen berteriak melepaskan amarahmu screaminginside ,,anger,0.0,0.0,0.0,0.0,1.0
momen mengguncangkan realitas amukanmu ðÿðÿ realityshaker ,,anger,0.0,0.0,0.0,0.0,1.0
wkwkw kalo nanya santai mengeluarkan komentar dunia indah ,,joy,0.0,1.0,0.0,0.0,0.0
menyepelakan kalimat ,,love,0.0,0.0,1.0,0.0,0.0
keira knightleeeeeyy demen cowo diem cool gitu gerak geriknya darcy bikin geli geli gitu hahaha ,,joy,0.0,1.0,0.0,0.0,0.0
